date,temp_mean,temp_max,temp_min,precipitation,wind_speed_mean,wind_speed_max,humidity_mean,solar_radiation,wind_sin,wind_cos
2023-01-19,3.2,7.5,0.4,0.0,1.6,6.6,67.0,7.8,-0.3826834323650896,-0.9238795325112868
2023-01-20,2.6,7.7,-0.9,0.0,1.1,5.4,55.0,8.7,-0.3826834323650896,-0.9238795325112868
2023-01-21,3.6,8.6,-0.9,0.0,1.0,4.1,35.0,8.1,-0.3826834323650896,-0.9238795325112868
2023-01-22,3.4,7.1,0.8,0.0,1.2,4.1,46.0,5.5,-0.3826834323650896,-0.9238795325112868
2023-01-23,3.5,5.3,1.4,2.2,1.2,6.2,67.0,1.2,-0.3826834323650896,-0.9238795325112868
2023-01-24,6.4,9.2,4.3,3.0,1.0,4.6,83.0,3.4,-0.3826834323650896,-0.9238795325112868
2023-01-25,5.7,8.6,3.1,0.0,1.0,5.5,81.0,4.4,0.9238795325112868,0.3826834323650898
2023-01-26,4.8,8.6,2.1,0.0,0.8,3.5,74.0,6.0,0.0,1.0
2023-01-27,3.3,4.8,2.0,0.0,1.0,3.6,78.0,2.1,0.9238795325112868,0.3826834323650898
2023-01-28,4.4,7.9,1.7,0.0,1.1,5.0,66.0,9.0,-0.3826834323650896,-0.9238795325112868
2023-01-29,3.5,7.6,0.1,0.0,0.9,4.3,62.0,9.2,-0.3826834323650896,-0.9238795325112868
2023-01-30,4.5,10.1,-0.2,0.0,1.2,4.5,63.0,9.2,-0.7071067811865475,-0.7071067811865477
2023-01-31,6.0,12.5,0.0,0.0,1.0,3.7,61.0,9.5,-0.3826834323650896,-0.9238795325112868
2023-02-01,7.1,13.7,2.6,0.0,1.0,4.3,59.0,10.0,-0.7071067811865475,-0.7071067811865477
2023-02-02,8.2,15.0,3.6,0.0,1.0,4.5,58.0,10.2,-0.7071067811865475,-0.7071067811865477
2023-02-03,9.2,16.3,4.0,0.0,1.4,7.3,55.0,9.7,-0.7071067811865475,-0.7071067811865477
2023-02-04,12.5,21.0,4.8,0.0,1.4,7.4,51.0,9.7,-0.3826834323650896,-0.9238795325112868
2023-02-05,6.3,8.8,4.0,0.6,1.5,7.3,72.0,9.2,0.7071067811865476,0.7071067811865476
2023-02-06,4.9,6.7,2.6,0.0,1.6,8.7,70.0,5.7,0.7071067811865476,0.7071067811865476
2023-02-07,3.7,7.5,0.4,0.0,1.8,9.4,51.0,11.4,-0.3826834323650896,-0.9238795325112868
2023-02-08,2.6,6.7,-0.3,0.0,1.3,5.9,50.0,11.2,0.9238795325112868,0.3826834323650898
2023-02-09,1.8,4.4,0.2,0.0,1.4,4.7,49.0,9.3,0.7071067811865476,0.7071067811865476
2023-02-10,2.8,8.2,-1.9,0.0,0.8,3.6,47.0,11.9,-0.7071067811865475,-0.7071067811865477
2023-02-11,4.8,10.8,-0.5,0.0,1.0,3.6,45.0,11.3,-0.7071067811865475,-0.7071067811865477
2023-02-12,8.0,16.1,2.3,0.0,1.2,4.2,45.0,11.8,-0.7071067811865475,-0.7071067811865477
2023-02-13,8.3,13.6,3.1,0.0,0.7,3.8,51.0,11.5,-0.3826834323650896,-0.9238795325112868
2023-02-14,9.0,15.4,3.5,0.0,1.0,3.9,54.0,12.0,-0.7071067811865475,-0.7071067811865477
2023-02-15,10.5,18.2,4.4,0.0,0.7,3.8,51.0,12.2,-0.7071067811865475,-0.7071067811865477
2023-02-16,10.4,16.0,6.0,0.0,0.7,4.5,57.0,11.3,-0.7071067811865475,-0.7071067811865477
2023-02-17,9.9,15.5,4.6,0.0,1.0,5.1,65.0,12.1,-0.7071067811865475,-0.7071067811865477
2023-02-18,10.4,16.2,5.3,0.0,1.0,4.7,66.0,12.7,-0.7071067811865475,-0.7071067811865477
2023-02-19,10.1,16.0,5.5,0.0,0.9,4.2,70.0,10.3,-0.7071067811865475,-0.7071067811865477
2023-02-20,7.8,10.7,4.0,0.0,1.1,3.5,90.0,5.0,0.0,1.0
2023-02-21,10.7,14.7,7.9,0.0,0.9,4.6,78.0,11.1,-0.7071067811865475,-0.7071067811865477
2023-02-22,10.4,12.1,9.6,0.0,1.0,3.1,81.0,3.2,0.9238795325112868,0.3826834323650898
2023-02-23,11.5,14.3,8.9,0.0,1.2,4.7,75.0,8.8,0.9238795325112868,0.3826834323650898
2023-02-24,10.8,13.3,8.6,0.0,1.2,4.5,81.0,5.5,0.3826834323650898,0.9238795325112868
2023-02-25,9.5,13.1,6.1,0.0,1.2,5.9,82.0,9.9,-0.3826834323650896,-0.9238795325112868
2023-02-26,3.8,7.7,0.8,7.4,1.8,12.4,90.0,1.2,0.0,1.0
2023-02-27,3.4,5.2,1.3,0.2,1.5,5.2,77.0,4.8,-0.7071067811865475,-0.7071067811865477
2023-02-28,4.3,5.5,3.1,0.0,1.3,4.4,69.0,4.1,0.9238795325112868,0.3826834323650898
2023-03-01,5.5,8.4,3.9,7.2,1.3,5.7,74.0,5.8,-0.3826834323650896,-0.9238795325112868
2023-03-02,7.4,11.1,3.9,1.0,1.3,5.0,74.0,7.1,-0.3826834323650896,-0.9238795325112868
2023-03-03,9.9,14.7,5.5,0.0,0.9,4.6,64.0,15.0,-0.7071067811865475,-0.7071067811865477
2023-03-04,11.0,16.0,6.4,0.0,0.7,5.0,60.0,16.0,-0.3826834323650896,-0.9238795325112868
2023-03-05,10.6,16.5,5.3,0.0,1.1,5.1,60.0,16.4,-0.3826834323650896,-0.9238795325112868
2023-03-06,9.6,13.5,6.2,0.0,0.9,4.2,66.0,10.4,-0.3826834323650895,0.9238795325112868
2023-03-07,9.3,13.3,5.2,0.0,1.0,3.8,67.0,11.5,0.9238795325112868,0.3826834323650898
2023-03-08,10.0,13.9,6.0,0.0,0.9,4.2,67.0,10.9,0.9238795325112868,0.3826834323650898
2023-03-09,12.5,18.8,7.3,0.0,1.1,4.1,67.0,14.4,0.7071067811865476,0.7071067811865476
2023-03-10,13.4,19.0,7.7,0.0,3.4,15.6,51.0,17.3,-1.0,-1.8369701987210294e-16
2023-03-11,16.8,22.4,12.0,0.0,3.1,13.0,39.0,18.0,-0.9238795325112866,0.38268343236509
2023-03-12,13.5,17.9,8.7,0.0,1.8,7.9,60.0,17.7,0.7071067811865476,0.7071067811865476
2023-03-13,11.2,12.9,9.5,1.6,1.2,4.0,74.0,4.3,0.9238795325112868,0.3826834323650898
2023-03-14,12.2,16.6,9.2,8.4,2.1,12.1,63.0,10.4,-0.9238795325112866,0.38268343236509
2023-03-15,12.1,14.8,7.8,0.0,1.8,8.2,23.0,19.1,0.9238795325112868,0.3826834323650898
2023-03-16,10.1,14.3,5.7,0.0,1.4,5.0,41.0,17.2,0.7071067811865476,0.7071067811865476
2023-03-17,9.9,14.2,5.1,0.0,1.2,4.5,48.0,16.5,0.7071067811865476,0.7071067811865476
2023-03-18,11.6,16.4,7.0,0.0,1.0,5.3,51.0,17.3,0.9238795325112868,-0.3826834323650897
2023-03-19,12.4,15.5,8.5,0.0,1.0,4.0,59.0,12.3,0.3826834323650898,0.9238795325112868
2023-03-20,13.0,18.8,7.5,0.0,1.2,4.4,62.0,18.4,0.9238795325112868,0.3826834323650898
2023-03-21,13.8,18.9,8.9,0.0,0.8,4.2,58.0,16.6,-0.3826834323650895,0.9238795325112868
2023-03-22,15.3,20.6,10.1,0.0,0.9,4.4,55.0,18.1,0.7071067811865476,0.7071067811865476
2023-03-23,15.6,21.1,11.8,0.0,1.1,5.6,59.0,16.8,0.9238795325112868,0.3826834323650898
2023-03-24,13.5,16.4,10.9,0.0,1.2,4.7,76.0,5.5,0.7071067811865476,0.7071067811865476
2023-03-25,15.8,21.5,7.7,0.0,2.4,13.2,43.0,21.0,-1.0,-1.8369701987210294e-16
2023-03-26,12.9,16.1,9.9,0.0,2.0,10.7,42.0,13.6,-1.0,-1.8369701987210294e-16
2023-03-27,14.0,18.6,9.6,0.0,3.0,12.1,24.0,22.4,-0.9238795325112866,0.38268343236509
2023-03-28,11.0,16.0,5.7,0.0,1.4,6.1,25.0,21.6,-0.3826834323650896,-0.9238795325112868
2023-03-29,12.3,18.0,5.3,0.0,1.3,5.1,47.0,20.4,-0.3826834323650896,-0.9238795325112868
2023-03-30,13.3,17.1,9.1,0.0,1.3,4.5,68.0,10.2,1.0,6.123233995736766e-17
2023-03-31,14.2,18.9,10.9,0.0,1.7,10.8,58.0,15.1,-1.0,-1.8369701987210294e-16
2023-04-01,16.8,21.0,13.1,0.0,3.0,10.7,24.0,22.9,-0.9238795325112866,0.38268343236509
2023-04-02,15.9,19.8,12.0,0.0,1.6,6.1,31.0,23.0,0.9238795325112868,0.3826834323650898
2023-04-03,14.7,20.7,10.1,0.0,1.8,9.0,38.0,19.8,0.7071067811865476,0.7071067811865476
2023-04-04,10.3,13.8,7.2,0.0,2.0,7.9,40.0,16.8,0.7071067811865476,0.7071067811865476
2023-04-05,9.4,14.0,5.4,0.0,1.8,6.1,39.0,22.8,0.9238795325112868,0.3826834323650898
2023-04-06,9.8,14.3,4.6,0.0,1.2,4.6,42.0,17.7,0.7071067811865476,0.7071067811865476
2023-04-07,10.2,15.0,5.7,0.0,1.5,9.8,57.0,17.2,0.9238795325112868,0.3826834323650898
2023-04-08,13.5,19.6,7.7,0.0,1.5,7.8,47.0,23.6,-0.3826834323650896,-0.9238795325112868
2023-04-09,13.4,18.4,8.2,0.0,1.6,5.8,52.0,22.8,0.9238795325112868,0.3826834323650898
2023-04-10,13.7,17.6,10.1,0.0,1.8,6.6,45.0,19.7,0.7071067811865476,0.7071067811865476
2023-04-11,14.8,20.5,9.7,0.0,1.4,6.0,54.0,21.2,-0.3826834323650896,-0.9238795325112868
2023-04-12,12.5,14.3,10.0,0.0,1.5,5.5,78.0,5.7,0.0,1.0
2023-04-13,12.2,15.6,9.6,0.0,1.9,6.9,55.0,10.5,0.7071067811865476,0.7071067811865476
2023-04-14,14.5,19.6,6.8,0.0,1.5,7.5,22.0,21.6,-0.3826834323650896,-0.9238795325112868
2023-04-15,13.3,18.2,7.4,0.0,1.5,5.9,41.0,17.7,0.7071067811865476,0.7071067811865476
2023-04-16,15.7,22.1,8.9,0.2,1.3,6.5,44.0,24.5,1.0,6.123233995736766e-17
2023-04-17,15.4,20.3,10.1,0.0,1.4,6.9,41.0,23.4,0.7071067811865476,0.7071067811865476
2023-04-18,16.3,20.7,12.0,0.0,1.0,5.5,39.0,18.4,0.0,1.0
2023-04-19,17.5,23.9,10.9,0.0,1.4,6.6,39.0,24.5,0.9238795325112868,0.3826834323650898
2023-04-20,12.5,15.3,9.8,5.2,2.5,7.1,79.0,9.9,0.7071067811865476,0.7071067811865476
2023-04-21,11.4,13.9,9.2,1.4,1.7,5.8,83.0,8.9,0.3826834323650898,0.9238795325112868
2023-04-22,15.2,19.9,9.6,0.0,0.8,4.5,65.0,16.1,0.9238795325112868,0.3826834323650898
2023-04-23,16.3,20.7,12.1,4.4,1.6,6.9,67.0,16.8,0.3826834323650898,0.9238795325112868
2023-04-24,17.2,24.1,10.6,0.0,1.8,11.3,47.0,26.6,-0.9238795325112866,0.38268343236509
2023-04-25,16.3,21.4,10.8,0.0,1.9,7.5,40.0,26.4,0.7071067811865476,0.7071067811865476
2023-04-26,15.7,21.5,9.3,0.0,1.4,6.1,43.0,26.2,0.9238795325112868,0.3826834323650898
2023-04-27,16.5,21.4,10.5,0.0,1.6,6.1,46.0,23.3,0.7071067811865476,0.7071067811865476
2023-04-28,17.2,22.8,12.1,0.0,1.7,5.7,57.0,24.4,0.7071067811865476,0.7071067811865476
2023-04-29,18.6,22.9,14.2,0.0,1.7,5.4,63.0,17.9,-0.3826834323650896,-0.9238795325112868
2023-04-30,16.3,17.9,14.4,11.6,1.8,6.1,80.0,3.6,0.0,1.0
2023-05-01,12.5,14.4,11.6,37.4,1.5,7.5,90.0,2.4,0.0,1.0
2023-05-02,16.5,22.3,11.2,0.4,1.8,5.4,64.0,27.4,-0.3826834323650896,-0.9238795325112868
2023-05-03,17.8,22.7,13.2,0.0,1.3,4.6,58.0,19.1,0.9238795325112868,0.3826834323650898
2023-05-04,18.9,23.0,15.7,0.0,1.2,4.5,55.0,20.7,0.7071067811865476,0.7071067811865476
2023-05-05,20.1,25.0,14.4,0.0,1.2,5.1,55.0,22.9,0.9238795325112868,0.3826834323650898
2023-05-06,21.3,26.9,15.8,3.0,1.3,7.7,57.0,24.5,0.9238795325112868,0.3826834323650898
2023-05-07,18.8,23.2,16.2,0.8,1.2,5.1,71.0,12.3,1.0,6.123233995736766e-17
2023-05-08,19.7,24.0,15.5,0.0,1.6,7.0,64.0,24.9,0.7071067811865476,0.7071067811865476
2023-05-09,17.4,19.7,15.3,5.2,2.0,6.2,79.0,7.5,0.0,1.0
2023-05-10,15.4,19.3,13.1,2.0,1.9,8.5,79.0,13.0,0.3826834323650898,0.9238795325112868
2023-05-11,15.9,22.4,12.2,0.0,1.7,10.3,64.0,22.5,0.9238795325112868,0.3826834323650898
2023-05-12,12.6,15.0,10.9,21.8,1.5,6.2,85.0,5.9,0.3826834323650898,0.9238795325112868
2023-05-13,14.3,19.0,10.2,7.0,1.6,6.6,71.0,21.6,0.7071067811865476,0.7071067811865476
2023-05-14,15.5,19.6,11.8,1.4,1.6,6.9,67.0,22.8,-0.3826834323650896,-0.9238795325112868
2023-05-15,16.8,22.6,11.8,0.0,1.5,7.4,63.0,22.9,-0.3826834323650896,-0.9238795325112868
2023-05-16,17.4,23.0,13.4,0.0,1.7,8.1,54.0,19.2,0.9238795325112868,0.3826834323650898
2023-05-17,15.1,18.8,13.3,3.0,1.6,6.2,70.0,6.9,-0.3826834323650896,-0.9238795325112868
2023-05-18,15.0,17.0,13.1,1.2,1.1,4.8,73.0,7.4,-0.7071067811865475,-0.7071067811865477
2023-05-19,12.7,14.1,11.5,34.6,1.9,8.3,92.0,3.5,0.0,1.0
2023-05-20,12.6,13.8,11.6,62.8,1.7,5.1,94.0,3.2,0.3826834323650898,0.9238795325112868
2023-05-21,16.1,20.3,12.9,3.2,1.1,3.7,82.0,8.6,0.9238795325112868,0.3826834323650898
2023-05-22,19.9,25.9,13.1,0.0,1.0,5.0,62.0,24.7,-0.3826834323650896,-0.9238795325112868
2023-05-23,22.4,28.2,15.6,0.0,1.4,5.6,51.0,28.9,-0.3826834323650896,-0.9238795325112868
2023-05-24,19.7,26.2,15.6,14.8,1.7,8.8,68.0,21.7,0.9238795325112868,0.3826834323650898
2023-05-25,16.5,19.5,14.1,4.2,1.8,6.3,84.0,6.5,-0.3826834323650896,-0.9238795325112868
2023-05-26,21.4,27.8,13.7,0.0,1.2,5.1,55.0,29.3,-0.3826834323650896,-0.9238795325112868
2023-05-27,20.9,26.1,16.7,24.8,1.7,8.6,68.0,21.4,0.9238795325112868,0.3826834323650898
2023-05-28,21.0,25.0,16.9,6.8,1.3,6.5,66.0,17.9,1.0,6.123233995736766e-17
2023-05-29,19.3,25.0,15.3,23.2,1.3,5.3,71.0,18.7,-0.3826834323650896,-0.9238795325112868
2023-05-30,21.4,26.4,15.5,6.0,1.4,7.5,59.0,24.1,0.9238795325112868,0.3826834323650898
2023-05-31,18.8,23.6,15.1,4.8,1.8,7.6,68.0,21.1,-0.3826834323650896,-0.9238795325112868
2023-06-01,22.0,26.7,17.0,0.0,1.3,6.3,54.0,27.2,-0.3826834323650896,-0.9238795325112868
2023-06-02,22.7,27.8,18.0,0.0,1.2,6.1,53.0,24.3,-0.3826834323650896,-0.9238795325112868
2023-06-03,19.6,24.0,16.7,6.4,1.2,7.4,73.0,14.2,0.7071067811865476,0.7071067811865476
2023-06-04,19.0,23.1,16.7,0.0,1.5,6.7,74.0,14.7,0.9238795325112868,0.3826834323650898
2023-06-05,19.3,23.0,16.2,1.6,1.3,6.8,73.0,15.8,0.7071067811865476,0.7071067811865476
2023-06-06,21.4,25.9,16.6,0.0,1.2,5.8,66.0,24.2,-0.3826834323650896,-0.9238795325112868
2023-06-07,20.9,25.0,15.7,0.4,1.7,9.2,65.0,19.8,1.0,6.123233995736766e-17
2023-06-08,21.6,25.5,16.6,2.8,1.2,6.9,68.0,15.0,0.0,1.0
2023-06-09,20.5,24.7,18.5,28.0,1.3,7.0,79.0,11.5,-0.3826834323650895,0.9238795325112868
2023-06-10,21.5,25.8,18.5,0.8,0.9,4.1,75.0,15.3,0.9238795325112868,0.3826834323650898
2023-06-11,22.6,27.9,16.7,61.8,1.3,9.1,70.0,21.9,0.9238795325112868,0.3826834323650898
2023-06-12,21.7,26.3,17.1,28.2,1.1,5.5,72.0,22.5,-0.7071067811865475,-0.7071067811865477
2023-06-13,19.2,22.4,16.9,20.8,1.8,6.3,82.0,12.8,0.3826834323650898,0.9238795325112868
2023-06-14,20.4,25.0,17.3,13.6,1.2,4.5,76.0,15.9,0.7071067811865476,0.7071067811865476
2023-06-15,23.2,27.8,18.2,0.0,1.2,4.7,60.0,24.2,0.0,1.0
2023-06-16,24.3,29.1,18.8,0.0,1.3,5.5,54.0,29.2,0.9238795325112868,0.3826834323650898
2023-06-17,24.5,29.3,19.4,0.0,1.4,4.9,51.0,27.8,0.7071067811865476,0.7071067811865476
2023-06-18,23.2,27.0,20.4,0.0,1.6,8.4,65.0,20.9,0.7071067811865476,0.7071067811865476
2023-06-19,24.9,28.5,20.2,0.0,1.2,4.9,64.0,15.7,0.9238795325112868,0.3826834323650898
2023-06-20,25.2,28.8,21.3,0.0,1.1,5.4,53.0,19.4,0.9238795325112868,-0.3826834323650897
2023-06-21,25.8,30.1,20.8,0.0,1.1,5.8,50.0,22.0,0.9238795325112868,0.3826834323650898
2023-06-22,26.4,31.1,22.0,0.0,1.4,7.9,50.0,22.6,0.9238795325112868,0.3826834323650898
2023-06-23,27.2,33.2,20.9,0.0,1.7,6.7,42.0,29.4,0.9238795325112868,0.3826834323650898
2023-06-24,26.9,31.5,20.9,0.0,1.5,5.7,33.0,29.9,-0.3826834323650896,-0.9238795325112868
2023-06-25,25.9,30.3,21.3,0.0,1.9,6.2,50.0,29.7,0.9238795325112868,0.3826834323650898
2023-06-26,28.1,33.3,21.8,0.0,1.3,5.2,49.0,28.9,0.9238795325112868,0.3826834323650898
2023-06-27,28.2,32.7,23.8,0.0,1.6,5.8,52.0,24.8,0.9238795325112868,0.3826834323650898
2023-06-28,25.4,29.1,21.7,0.0,2.5,7.6,59.0,24.8,0.7071067811865476,0.7071067811865476
2023-06-29,22.1,24.1,20.6,0.4,2.0,7.1,63.0,6.2,0.7071067811865476,0.7071067811865476
2023-06-30,20.1,23.2,18.3,8.8,1.5,5.8,80.0,7.4,-0.7071067811865475,-0.7071067811865477
2023-07-01,22.8,28.1,17.0,0.0,1.2,4.8,66.0,26.6,-0.3826834323650896,-0.9238795325112868
2023-07-02,25.5,31.2,19.8,0.0,1.3,5.3,59.0,26.1,0.7071067811865476,0.7071067811865476
2023-07-03,25.9,30.4,21.9,0.0,1.5,5.7,61.0,20.1,0.9238795325112868,0.3826834323650898
2023-07-04,24.6,29.0,20.5,0.0,1.9,5.6,66.0,19.1,0.9238795325112868,0.3826834323650898
2023-07-05,24.5,29.1,19.9,0.0,1.7,5.7,63.0,22.0,0.3826834323650898,0.9238795325112868
2023-07-06,23.4,26.6,20.9,0.0,2.1,9.8,66.0,23.1,0.7071067811865476,0.7071067811865476
2023-07-07,25.0,29.5,20.1,0.0,1.4,5.4,58.0,26.2,0.9238795325112868,0.3826834323650898
2023-07-08,25.7,30.3,20.9,2.6,1.4,6.1,58.0,23.1,0.7071067811865476,0.7071067811865476
2023-07-09,28.4,34.1,22.4,0.0,1.1,5.5,54.0,28.3,1.0,6.123233995736766e-17
2023-07-10,30.1,35.0,24.6,0.0,1.4,5.4,53.0,27.8,0.9238795325112868,0.3826834323650898
2023-07-11,30.1,34.9,25.8,0.0,1.7,9.9,53.0,25.7,0.9238795325112868,0.3826834323650898
2023-07-12,24.7,27.1,20.1,4.4,1.9,6.8,74.0,8.5,0.3826834323650898,0.9238795325112868
2023-07-13,25.1,30.0,20.0,0.0,1.6,6.0,67.0,21.8,0.9238795325112868,0.3826834323650898
2023-07-14,24.2,26.3,21.2,0.0,2.4,7.4,72.0,21.7,0.7071067811865476,0.7071067811865476
2023-07-15,27.2,31.1,22.8,0.0,1.2,5.4,61.0,22.4,1.0,6.123233995736766e-17
2023-07-16,28.0,31.8,23.9,0.0,1.4,6.2,59.0,18.0,0.7071067811865476,0.7071067811865476
2023-07-17,29.4,34.2,24.8,0.0,1.3,6.2,58.0,24.5,0.9238795325112868,0.3826834323650898
2023-07-18,29.3,33.0,25.3,0.0,1.5,6.0,63.0,19.1,0.9238795325112868,0.3826834323650898
2023-07-19,29.9,34.3,26.0,0.0,1.5,6.2,66.0,20.7,0.3826834323650898,0.9238795325112868
2023-07-20,28.3,33.4,23.1,0.0,1.7,6.4,57.0,25.4,0.7071067811865476,0.7071067811865476
2023-07-21,25.7,29.8,20.1,11.4,2.1,7.9,68.0,19.9,0.7071067811865476,0.7071067811865476
2023-07-22,25.4,29.6,21.3,0.0,2.0,6.5,66.0,21.1,0.9238795325112868,0.3826834323650898
2023-07-23,26.3,30.4,22.6,0.0,1.8,6.5,63.0,22.9,0.9238795325112868,0.3826834323650898
2023-07-24,23.2,25.1,21.2,1.2,1.9,7.6,73.0,9.3,0.7071067811865476,0.7071067811865476
2023-07-25,24.6,30.9,18.7,0.6,2.5,15.7,51.0,23.8,-0.9238795325112866,0.38268343236509
2023-07-26,24.9,29.4,20.1,0.0,1.9,9.8,29.0,29.0,0.7071067811865476,0.7071067811865476
2023-07-27,22.5,27.0,17.4,0.0,1.8,6.5,53.0,25.5,0.3826834323650898,0.9238795325112868
2023-07-28,24.8,29.0,20.0,0.0,1.6,6.2,53.0,24.3,0.7071067811865476,0.7071067811865476
2023-07-29,24.8,29.5,20.6,1.8,1.7,6.4,64.0,18.9,0.9238795325112868,0.3826834323650898
2023-07-30,25.6,31.5,19.9,0.0,1.2,4.3,67.0,24.9,0.9238795325112868,0.3826834323650898
2023-07-31,26.1,30.2,21.9,0.0,1.5,5.4,59.0,18.2,0.7071067811865476,0.7071067811865476
2023-08-01,26.3,31.0,22.8,0.0,1.3,5.7,63.0,21.8,0.9238795325112868,0.3826834323650898
2023-08-02,25.5,29.8,21.8,0.0,1.8,6.1,61.0,21.7,0.9238795325112868,0.3826834323650898
2023-08-03,26.0,29.9,21.4,0.0,1.9,6.5,64.0,23.4,0.3826834323650898,0.9238795325112868
2023-08-04,22.0,27.2,17.0,17.8,2.2,10.7,63.0,18.3,0.9238795325112868,0.3826834323650898
2023-08-05,23.6,30.8,16.5,0.0,1.9,7.3,48.0,28.0,-0.3826834323650896,-0.9238795325112868
2023-08-06,25.0,29.8,19.6,0.0,4.1,12.9,24.0,28.9,-0.9238795325112866,0.38268343236509
2023-08-07,22.9,27.7,17.7,0.0,2.0,8.4,28.0,28.1,0.7071067811865476,0.7071067811865476
2023-08-08,22.9,27.5,18.4,0.0,1.4,5.7,34.0,26.5,0.9238795325112868,0.3826834323650898
2023-08-09,24.1,30.0,18.3,0.0,1.3,5.4,41.0,26.8,0.9238795325112868,0.3826834323650898
2023-08-10,24.7,29.9,19.1,0.0,1.4,5.0,52.0,22.2,0.7071067811865476,0.7071067811865476
2023-08-11,26.0,32.1,20.9,0.0,1.4,7.8,57.0,24.6,0.7071067811865476,0.7071067811865476
2023-08-12,27.1,31.6,23.3,0.0,1.3,4.6,58.0,17.3,0.9238795325112868,0.3826834323650898
2023-08-13,27.1,32.7,21.4,10.4,1.5,12.6,61.0,19.5,0.3826834323650898,0.9238795325112868
2023-08-14,26.3,31.5,21.8,1.6,1.2,6.1,66.0,19.1,0.9238795325112868,0.3826834323650898
2023-08-15,27.6,33.2,23.4,0.0,1.4,5.6,58.0,24.0,0.3826834323650898,0.9238795325112868
2023-08-16,26.3,31.7,17.3,46.0,1.7,13.5,61.0,18.6,0.7071067811865476,0.7071067811865476
2023-08-17,25.8,31.7,19.0,0.0,1.2,6.4,66.0,17.8,0.0,1.0
2023-08-18,27.5,33.2,22.2,0.0,0.9,4.3,57.0,23.0,1.0,6.123233995736766e-17
2023-08-19,29.0,34.9,23.9,0.0,1.1,5.0,56.0,23.1,0.7071067811865476,0.7071067811865476
2023-08-20,29.7,35.1,24.7,0.0,1.4,4.9,55.0,22.9,0.7071067811865476,0.7071067811865476
2023-08-21,30.8,35.9,25.8,0.0,1.1,4.4,50.0,23.3,0.9238795325112868,0.3826834323650898
2023-08-22,30.8,36.7,25.4,0.0,1.1,4.9,50.0,23.1,1.0,6.123233995736766e-17
2023-08-23,31.5,37.7,26.1,0.0,1.0,4.1,48.0,22.5,1.0,6.123233995736766e-17
2023-08-24,30.8,35.5,26.3,0.0,1.6,6.7,50.0,21.1,0.7071067811865476,0.7071067811865476
2023-08-25,30.0,34.8,25.8,0.0,1.7,7.1,50.0,21.9,0.9238795325112868,0.3826834323650898
2023-08-26,25.0,28.5,22.5,7.2,2.0,10.1,70.0,12.7,0.3826834323650898,0.9238795325112868
2023-08-27,21.4,23.8,18.8,24.4,1.7,6.6,78.0,7.0,0.0,1.0
2023-08-28,16.9,19.1,14.4,73.6,2.3,13.5,84.0,5.6,-0.7071067811865475,-0.7071067811865477
2023-08-29,20.7,26.0,16.5,0.2,2.0,7.6,53.0,18.2,-0.3826834323650896,-0.9238795325112868
2023-08-30,21.4,26.3,16.2,0.0,1.2,5.6,47.0,21.7,-0.3826834323650896,-0.9238795325112868
2023-08-31,21.6,27.2,16.1,0.0,1.3,5.4,57.0,21.6,0.9238795325112868,0.3826834323650898
2023-09-01,22.3,25.8,17.8,0.0,1.1,4.8,62.0,14.3,1.0,6.123233995736766e-17
2023-09-02,23.7,27.8,19.5,0.0,1.1,4.8,62.0,17.2,0.9238795325112868,0.3826834323650898
2023-09-03,24.8,30.8,19.1,0.0,1.0,5.4,56.0,20.8,-0.7071067811865475,-0.7071067811865477
2023-09-04,24.7,29.2,20.2,0.0,1.3,5.5,62.0,16.9,0.9238795325112868,0.3826834323650898
2023-09-05,22.8,24.7,20.0,0.0,1.7,6.2,61.0,6.7,0.9238795325112868,0.3826834323650898
2023-09-06,23.0,28.3,18.0,0.0,1.0,4.6,59.0,21.5,1.0,6.123233995736766e-17
2023-09-07,23.3,28.4,17.8,0.0,1.2,4.7,57.0,21.1,0.9238795325112868,0.3826834323650898
2023-09-08,23.8,29.1,19.2,0.0,1.1,5.4,58.0,19.1,0.9238795325112868,0.3826834323650898
2023-09-09,24.7,30.7,19.8,0.0,0.9,4.4,56.0,20.8,0.9238795325112868,0.3826834323650898
2023-09-10,25.2,31.0,20.1,0.0,0.9,4.6,55.0,20.5,0.9238795325112868,0.3826834323650898
2023-09-11,25.4,30.8,20.7,0.0,0.9,4.5,56.0,19.9,0.9238795325112868,0.3826834323650898
2023-09-12,24.5,29.1,20.8,0.0,1.5,5.3,60.0,16.6,0.9238795325112868,0.3826834323650898
2023-09-13,21.2,23.7,19.1,0.0,1.9,6.4,73.0,11.0,0.7071067811865476,0.7071067811865476
2023-09-14,21.9,26.9,17.7,4.0,1.3,5.8,70.0,14.6,0.9238795325112868,0.3826834323650898
2023-09-15,20.0,23.7,17.5,10.8,1.3,4.6,85.0,10.4,0.7071067811865476,0.7071067811865476
2023-09-16,20.2,22.5,18.8,5.6,1.1,4.5,83.0,6.1,1.0,6.123233995736766e-17
2023-09-17,21.5,24.6,18.7,0.2,0.8,3.3,76.0,9.1,-0.3826834323650895,0.9238795325112868
2023-09-18,21.0,23.2,18.8,2.6,1.4,5.7,85.0,6.7,0.7071067811865476,0.7071067811865476
2023-09-19,21.9,27.7,17.9,0.0,1.0,4.8,68.0,18.7,-0.3826834323650895,0.9238795325112868
2023-09-20,19.8,22.9,17.0,18.0,1.6,5.6,81.0,9.2,0.0,1.0
